pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty,surveillanceMessage
26000,,nse_cm,,NIFTY,NIFTY,,NIFTY,,,,,NIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
26009,,nse_cm,,BANKNIFTY,BANKNIFTY,,BANKNIFTY,,,,,BANKNIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
26037,,nse_cm,,FINNIFTY,FINNIFTY,,FINNIFTY,,,,,FINNIFTY,,,-1,1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
26074,,nse_cm,,MIDCPNIFTY,MIDCPNIFTY,,MIDCPNIFTY,,,,,MIDCPNIFTY,,,-1,-1,-1,-1,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,
5676,SG,nse_cm,,687JH31,687JH31-SG,,687JH31-SG,IN3720210019,,,,SDL JH 6.87% 2031,,,1,100,-1,-1,2,-1,NSE,,,1316304000,,1316304000,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,5e+07,0,0,1000000,
4751,EQ,nse_cm,,INDRAMEDCO,INDRAMEDCO-EQ,,INDRAMEDCO,INE681B01017,,,,INDRAPRASTHA MEDICAL CORP,,,5,1,-1,-1,2,-1,NSE,,,547430400,,547430400,0,0,0,0,1442620800,301.45-452.15,0,0,1465682619,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,265301.00,1,0,45215,30145,1,1,1,0,0,1,0,9.1673e+07,0,0,265301,
4774,BZ,nse_cm,,LAKPRE,LAKPRE-BZ,,LAKPRE-BZ,INE651C01018,,,,LAKSHMI PRE SCRE LTD,,,1,1,-1,-1,2,-1,NSE,,,1222300800,,1222300800,0,0,0,0,0,4.80-5.30,0,0,1465682620,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,357792.00,1,0,530,480,1,1,1,0,0,1,0,1.09417e+07,0,0,357792,"Scrips in GSM,Identified as RECEIPT OF CORPORATE ANNOUNCEMENT / DISCLOSURE FROM THE COMPANY,The company is in BZ/SZ series due to non-compliance with SEBI SOP Circular,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100,Gross settlement (Trade for Trade)"
48,EQ,nse_cm,,HAPPSTMNDS,HAPPSTMNDS-EQ,,HAPPSTMNDS,INE419U01012,,,,HAPPIEST MINDS TECHNO LTD,,,5,1,-1,-1,2,-1,NSE,,,1284768000,,1284768000,0,0,0,0,1446681600,276.00-414.00,0,0,1465682619,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,289778.00,1,0,41400,27600,1,1,1,0,0,1,0,1.52275e+08,0,0,289778,
5160,NA,nse_cm,,9PFL31A,9PFL31A-NA,,9PFL31A-NA,INE516Y07428,,,,SEC RE NCD 9% SR.V,,,1,1,-1,-1,2,-1,NSE,,,1311897600,,1311897600,0,0,0,0,1373241600,873.60-1310.40,0,0,1465664079,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,50360.00,1,0,131040,87360,1,1,1,0,0,1,0,1.54008e+06,0,0,50360,
5108,EQ,nse_cm,,KPIGREEN,KPIGREEN-EQ,,KPIGREEN,INE542W01025,,,,KPI GREEN ENERGY LIMITED,,,5,1,-1,-1,2,-1,NSE,,,1311811200,,1311811200,0,0,0,0,1454025600,305.40-458.00,0,0,1465682620,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,261871.00,1,0,45800,30540,1,1,1,0,0,1,0,1.97341e+08,0,0,261871,
5468,SG,nse_cm,,698AS31A,698AS31A-SG,,698AS31A-SG,IN1220210042,,,,SDL AS 6.98% 2031,,,1,100,-1,-1,2,-1,NSE,,,1314489600,,1314489600,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999960.00,100,0,10500,9500,1,1,1,0,0,1,0,6e+07,0,0,999960,
5469,SG,nse_cm,,697GA31,697GA31-SG,,697GA31-SG,IN1420210081,,,,SDL GA 6.97% 2031,,,1,100,-1,-1,2,-1,NSE,,,1314489600,,1314489600,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,327000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+07,0,0,327000,
5470,SG,nse_cm,,699WB31,699WB31-SG,,699WB31-SG,IN3420210103,,,,SDL WB 6.99% 2031,,,1,100,-1,-1,2,-1,NSE,,,1314489600,,1314489600,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000,
5471,SG,nse_cm,,695TN31B,695TN31B-SG,,695TN31B-SG,IN3120210189,,,,SDL TN 6.95% 2031,,,1,100,-1,-1,2,-1,NSE,,,1314489600,,1314489600,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
5474,SG,nse_cm,,697KL31,697KL31-SG,,697KL31-SG,IN2020210109,,,,SDL KL 6.97% 2031,,,1,100,-1,-1,2,-1,NSE,,,1314489600,,1314489600,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,1.5e+08,0,0,999900,
5500,MF,nse_cm,,SFMP49GR,SFMP49GR-MF,,SFMP49GR-MF,INF200KA1Z07,,,,SBIAMC - SFMP49GR,,,1,1,-1,-1,2,-1,NSE,,,1314835200,,1314835200,0,0,0,0,0,8.20-10.02,0,0,1465664079,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,761753.00,1,0,1002,820,1,1,1,0,0,1,0,2.32952e+07,0,0,761753,
5541,SG,nse_cm,,691RJ31A,691RJ31A-SG,,691RJ31A-SG,IN2920210258,,,,SDL RJ 6.91% 2031,,,1,100,-1,-1,2,-1,NSE,,,1315094400,,1315094400,0,0,0,0,0,93.82-103.68,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1012650.00,100,0,10368,9382,1,1,1,0,0,1,0,1.5e+08,0,0,1012650,
5570,SG,nse_cm,,702ML41,702ML41-SG,,702ML41-SG,IN2420210048,,,,SDL ML 7.02% 2041,,,1,100,-1,-1,2,-1,NSE,,,1315958400,,1315958400,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,327000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+07,0,0,327000,
4789,SG,nse_cm,,712AP37,712AP37-SG,,712AP37-SG,IN1020210168,,,,SDL AP 7.12% 2037,,,1,100,-1,-1,2,-1,NSE,,,1309046400,,1309046400,0,0,0,0,0,90.25-99.75,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1052600.00,100,0,9975,9025,1,1,1,0,0,1,0,1e+08,0,0,1052600,
4792,SG,nse_cm,,706TS41,706TS41-SG,,706TS41-SG,IN4520210076,,,,SDL TS 7.06% 2041,,,1,100,-1,-1,2,-1,NSE,,,1309046400,,1309046400,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
4747,EQ,nse_cm,,INDNIPPON,INDNIPPON-EQ,,INDNIPPON,INE092B01025,,,,INDIA NIPPON ELECT  LTD,,,5,1,-1,-1,2,-1,NSE,,,547430400,,547430400,0,0,0,0,1456012800,688.80-1033.20,0,0,1465682619,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,116138.00,1,0,103320,68880,1,1,1,0,0,1,0,2.26214e+07,0,0,116138,
5026,SG,nse_cm,,682BR28,682BR28-SG,,682BR28-SG,IN1320210041,,,,SDL BR 6.82% 2028,,,1,100,-1,-1,2,-1,NSE,,,1310860800,,1310860800,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
5033,SG,nse_cm,,695GJ31,695GJ31-SG,,695GJ31-SG,IN1520210056,,,,SDL GJ 6.95% 2031,,,1,100,-1,-1,2,-1,NSE,,,1310860800,,1310860800,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
5034,SG,nse_cm,,70MP31,70MP31-SG,,70MP31-SG,IN2120210017,,,,SDL MP 7.0% 2031,,,1,100,-1,-1,2,-1,NSE,,,1310860800,,1310860800,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
5035,SG,nse_cm,,695MH31,695MH31-SG,,695MH31-SG,IN2220210198,,,,SDL MH 6.95% 2031,,,1,100,-1,-1,2,-1,NSE,,,1310860800,,1310860800,0,0,0,0,0,90.25-99.75,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1052625.00,100,0,9975,9025,1,1,1,0,0,1,0,1.25e+08,0,0,1052625,
5039,SG,nse_cm,,702WB31,702WB31-SG,,702WB31-SG,IN3420210061,,,,SDL WB 7.02% 2031,,,1,100,-1,-1,2,-1,NSE,,,1310860800,,1310860800,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,1.5e+08,0,0,999900,
521,BL,nse_cm,,MAZDOCK,MAZDOCK-BL,,MAZDOCK-BL,INE249Z01020,,,,MAZAGON DOCK SHIPBUIL LTD,,,10,1,-1,-1,2,-1,NSE,,,1286928000,,1286928000,0,0,0,0,1455408000,2277.10-2417.90,0,0,1465675750,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,41951.00,1,0,241790,227710,1,1,1,0,0,1,0,4.0338e+08,0,0,41951,
5217,N6,nse_cm,,IIFLZC28C,IIFLZC28C-N6,,IIFLZC28C-N6,INE477L08162,,,,UNSEC RE NCD 0% SR.III,,,1,1,-1,-1,2,-1,NSE,,,1312588800,,1312588800,0,0,0,0,0,1240.80-1861.20,0,0,1465664079,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,13170.00,1,0,186120,124080,1,1,1,0,0,1,0,402777,0,0,13170,
5229,SG,nse_cm,,698HR31,698HR31-SG,,698HR31-SG,IN1620210089,,,,SDL HR 6.98% 2031,,,1,100,-1,-1,2,-1,NSE,,,1312675200,,1312675200,0,0,0,0,0,90.78-100.32,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1046550.00,100,0,10032,9078,1,1,1,0,0,1,0,1.5e+08,0,0,1046550,
5230,SG,nse_cm,,698TN31A,698TN31A-SG,,698TN31A-SG,IN3120210155,,,,SDL TN 6.98% 2031,,,1,100,-1,-1,2,-1,NSE,,,1312675200,,1312675200,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
5232,SG,nse_cm,,71MH36,71MH36-SG,,71MH36-SG,IN2220210206,,,,SDL MH 7.1% 2036,,,1,100,-1,-1,2,-1,NSE,,,1312675200,,1312675200,0,0,0,0,0,96.19-106.31,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,987600.00,100,0,10631,9619,1,1,1,0,0,1,0,2e+08,0,0,987600,
436,EQ,nse_cm,,IFGLEXPOR,IFGLEXPOR-EQ,,IFGLEXPOR,INE133Y01011,,,,IFGL REFRACTORIES LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1195084800,,1195084800,0,0,0,0,1437264000,147.14-220.70,0,0,1465682619,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,543689.00,1,0,22070,14714,1,1,1,0,0,1,0,7.20786e+07,0,0,543689,High low price variation was greater than 150% in previous 12 months
437,SG,nse_cm,,691NL30,691NL30-SG,,691NL30-SG,IN2620200047,,,,SDL NL 6.91% 2030,,,1,100,-1,-1,2,-1,NSE,,,1286668800,,1286668800,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,817499.00,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+07,0,0,817499,
5633,EQ,nse_cm,,J&KBANK,J&KBANK-EQ,,J&KBANK,INE168A01041,,,,J & K BANK LTD.,,,1,1,-1,-1,2,-1,NSE,,,586569600,,586569600,0,0,0,0,1440028800,122.46-183.68,0,0,1465682619,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,653001.00,1,0,18368,12246,1,1,1,0,0,1,0,1.10118e+09,0,0,653001,
4891,SG,nse_cm,,694UK31,694UK31-SG,,694UK31-SG,IN3620210010,,,,SDL UK 6.94% 2031,,,1,100,-1,-1,2,-1,NSE,,,1309651200,,1309651200,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999950.00,100,0,10500,9500,1,1,1,0,0,1,0,7e+07,0,0,999950,
4897,SG,nse_cm,,713KL46,713KL46-SG,,713KL46-SG,IN2020210083,,,,SDL KL 7.13% 2046,,,1,100,-1,-1,2,-1,NSE,,,1309651200,,1309651200,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+08,0,0,1000000,
4928,BL,nse_cm,,HINDCON,HINDCON-BL,,HINDCON-BL,INE642Y01029,,,,HINDCON CHEMICALS LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1309910400,,1309910400,0,0,1408060800,1408579200,0,19.64-20.84,0,0,1465675841,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,1673933.00,1,0,2084,1964,1,1,1,0,0,1,0,5.11906e+07,0,0,1673933,
439,SG,nse_cm,,691UP30A,691UP30A-SG,,691UP30A-SG,IN3320200121,,,,SDL UP 6.91% 2030,,,1,100,-1,-1,2,-1,NSE,,,1286668800,,1286668800,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,1.5e+08,0,0,999900,
448,SG,nse_cm,,687MH30,687MH30-SG,,687MH30-SG,IN2220200223,,,,SDL MH 6.87% 2030,,,1,100,-1,-1,2,-1,NSE,,,1286668800,,1286668800,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,999900.00,100,0,10500,9500,1,1,1,0,0,1,0,1.5e+08,0,0,999900,
4522,EQ,nse_cm,,SIGIND,SIGIND-EQ,,SIGIND,INE529F01035,,,,SIGNET INDUSTRIES LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1219968000,,1219968000,0,0,0,0,1443052800,37.36-56.04,0,0,1465682620,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,962589.00,1,0,5604,3736,1,1,1,0,0,1,0,2.9437e+07,0,0,962589,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100
4525,EQ,nse_cm,,DYNAMATECH,DYNAMATECH-EQ,,DYNAMATECH,INE221B01012,,,,DYNAMATIC TECHNOLOGIES,,,100,1,-1,-1,2,-1,NSE,,,842659200,,842659200,0,0,0,0,1455408000,7906.00-11858.00,0,0,1465682619,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,10119.00,1,0,1.1858e+06,790600,1,1,1,0,0,1,0,6.79144e+06,0,0,10119,The scrip PE is greater than 50 for previous 4 trailing quarters
4907,EQ,nse_cm,,ENGINERSIN,ENGINERSIN-EQ,,ENGINERSIN,INE510A01028,,,,ENGINEERS INDIA LTD,,,1,1,-1,-1,2,-1,NSE,,,556502400,,556502400,0,0,0,0,1457222400,179.16-268.74,0,0,1465682619,,,,,,,,,,CASH,,,,,500,,,,0,20,,0.0000,T+1,315513000,0,1,446261.00,1,0,26874,17916,1,1,1,0,0,1,0,5.62042e+08,0,0,446261,
4930,NB,nse_cm,,96SFIL24A,96SFIL24A-NB,,96SFIL24A-NB,INE244L07168,,,,SERENCD8.84%SRVICIII&IV,,,1,1,-1,-1,2,-1,NSE,,,1222473600,,1222473600,0,0,0,0,1465516800,784.80-1177.18,0,0,1465664079,,,,,,,,,,CASH,,,,,100000,,,,0,20,,0.0000,T+1,315513000,0,1,4053.00,1,0,117718,78480,1,1,1,0,0,1,0,123975,0,0,4053,
4951,BE,nse_cm,,KOPRAN,KOPRAN-BE,,KOPRAN,INE082A01010,,,,KOPRAN LTD,,,1,1,-1,-1,2,-1,NSE,,,558316800,,558316800,0,0,0,0,1441411200,168.91-186.69,0,0,1465682620,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,562405.00,1,0,18669,16891,1,1,1,0,0,1,0,4.82876e+07,0,0,562405,"Stage I ESM Scrip,Gross settlement (Trade for Trade)"
4957,EQ,nse_cm,,GANGAFORGE,GANGAFORGE-EQ,,GANGAFORGE,INE691Z01023,,,,GANGA FORGING LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1309996800,,1309996800,0,0,1316736000,1317427200,0,1.95-2.91,0,0,1465682619,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,4408032.00,1,0,291,195,1,1,1,0,0,1,0,1.34802e+08,0,0,4408032,"EPS based on previous 4 trailing quarters in the scrip is zero,High low price variation was greater than 100% in previous 6 months"
4829,BL,nse_cm,,DODLA,DODLA-BL,,DODLA-BL,INE021O01019,,,,DODLA DAIRY LIMITED,,,10,1,-1,-1,2,-1,NSE,,,1309305600,,1309305600,0,0,0,0,1436313600,1035.20-1099.20,0,0,1465675809,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,93266.00,1,0,109920,103520,1,1,1,0,0,1,0,6.03278e+07,0,0,93266,
4877,SG,nse_cm,,679WB28,679WB28-SG,,679WB28-SG,IN3420210046,,,,SDL WB 6.79% 2028,,,1,100,-1,-1,2,-1,NSE,,,1309651200,,1309651200,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,2.5e+08,0,0,1000000,
4885,SG,nse_cm,,70MN31,70MN31-SG,,70MN31-SG,IN2320210023,,,,SDL MN 7.0% 2031,,,1,100,-1,-1,2,-1,NSE,,,1309651200,,1309651200,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,654000.00,100,0,10500,9500,1,1,1,0,0,1,0,2e+07,0,0,654000,
4201,EQ,nse_cm,,SOMATEX,SOMATEX-EQ,,SOMATEX,INE314C01013,,,,SOMA TEXTILES & INDUST LT,,,1,1,-1,-1,2,-1,NSE,,,524448000,,524448000,0,0,1409270400,1410134400,0,84.75-103.57,0,0,1465682620,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,1062011.00,1,0,10357,8475,1,1,1,0,0,1,0,3.3033e+07,0,0,1062011,"Stage 1 Long Term ASM scrip,Average daily number of unique Clients/PAN traded in the scrip in previous 30 days is less than 100"
426,EQ,nse_cm,,BHARATGEAR,BHARATGEAR-EQ,,BHARATGEAR,INE561C01019,,,,BHARAT GEARS LTD.,,,1,1,-1,-1,2,-1,NSE,,,493603200,,512956800,0,0,0,0,1348790400,87.64-131.44,0,0,1465682619,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,502110.00,1,0,13144,8764,1,1,1,0,0,1,0,1.53551e+07,0,0,502110,
4306,EQ,nse_cm,,SHRIRAMFIN,SHRIRAMFIN-EQ,,SHRIRAMFIN,INE721A01047,,,,SHRIRAM FINANCE LIMITED,,,5,1,-1,-1,2,-1,NSE,,,526867200,,526867200,0,0,0,0,1467504000,797.65-974.85,0,0,1465682620,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,110576.00,1,0,97485,79765,1,1,1,0,0,1,0,2.35269e+09,0,0,110576,
4391,EQ,nse_cm,,GULFOILLUB,GULFOILLUB-EQ,,GULFOILLUB,INE635Q01029,,,,GULF OIL LUB. IND. LTD.,,,5,1,-1,-1,2,-1,NSE,,,1091232000,,1091232000,0,0,0,0,1455408000,728.15-1092.15,0,0,1465682619,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,109865.00,1,0,109215,72815,1,1,1,0,0,1,0,4.94001e+07,0,0,109865,
4394,EQ,nse_cm,,MIRZAINT,MIRZAINT-EQ,,MIRZAINT,INE771A01026,,,,MIRZA INTERNATIONAL LIMIT,,,1,1,-1,-1,2,-1,NSE,,,526867200,,526867200,0,0,0,0,1364515200,23.04-34.56,0,0,1465682620,,,,,,,,,,CASH,,,,,200,,,,0,20,,0.0000,T+1,315513000,0,1,3472184.00,1,0,3456,2304,1,1,1,0,0,1,0,1.38202e+08,0,0,3472184,EPS based on previous 4 trailing quarters in the scrip is zero
4395,GS,nse_cm,,GS220261P,GS220261P-GS,,GS220261P-GS,IN000261P017,,,,GOI STRIPS P 220261,,,1,100,-1,-1,2,-1,NSE,,,1308268800,,1308268800,0,0,0,0,0,5.41-5.97,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1634999.00,100,0,597,541,1,1,1,0,0,1,0,5e+07,0,0,1634999,
4427,GS,nse_cm,,GS220830C,GS220830C-GS,,GS220830C-GS,IN000830C025,,,,GOI STRIPS C 220830,,,1,100,-1,-1,2,-1,NSE,,,1308268800,,1308268800,0,0,0,0,0,54.62-60.36,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,55262.00,100,0,6036,5462,1,1,1,0,0,1,0,1.69e+06,0,0,55262,
4764,SG,nse_cm,,69RJ32,69RJ32-SG,,69RJ32-SG,IN2920210167,,,,SDL RJ 6.9% 2032,,,1,100,-1,-1,2,-1,NSE,,,1309046400,,1309046400,0,0,0,0,0,95.00-105.00,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1000000.00,100,0,10500,9500,1,1,1,0,0,1,0,1e+08,0,0,1000000,
5003,SG,nse_cm,,712MZ34,712MZ34-SG,,712MZ34-SG,IN2520210021,,,,SDL MZ 7.12% 2034,,,1,100,-1,-1,2,-1,NSE,,,1310256000,,1310256000,0,0,0,0,0,92.80-102.56,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,327000.00,100,0,10256,9280,1,1,1,0,0,1,0,1e+07,0,0,327000,
5606,EQ,nse_cm,,INTLCONV,INTLCONV-EQ,,INTLCONV,INE575C01027,,,,INTL CONVEYORS LIMITED,,,1,1,-1,-1,2,-1,NSE,,,1316217600,,1316217600,0,0,0,0,1442534400,62.40-93.60,0,0,1465682619,,,,,,,,,,CASH,,,,,100,,,,0,20,,0.0000,T+1,315513000,0,1,1281998.00,1,0,9360,6240,1,1,1,0,0,1,0,6.3781e+07,0,0,1281998,
4972,MF,nse_cm,,ABSLFTTIRN,ABSLFTTIRN-MF,,ABSLFTTIRN-MF,INF209KB11A4,,,,BIRLASLAMC - ABSLFTTIRN,,,1,1,-1,-1,2,-1,NSE,,,1309996800,,1309996800,0,0,0,0,0,8.20-10.02,0,0,1465664079,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,5742.00,1,0,1002,820,1,1,1,0,0,1,0,175618,0,0,5742,
4978,BL,nse_cm,,PHARMABEES,PHARMABEES-BL,,PHARMABEES-BL,INF204KC1089,,,,NIPPONAMC - NETFPHARMA,,,1,1,-1,-1,2,-1,NSE,,,1310083200,,1310083200,0,0,0,0,0,24.06-25.54,0,0,1465675809,,,,,,,,,,CASH,,,,,1000,,,,0,20,,0.0000,T+1,315513000,0,1,4009341.00,1,0,2554,2406,1,1,1,0,0,1,0,6.36808e+08,0,0,4009341,
4991,SG,nse_cm,,691GJ30,691GJ30-SG,,691GJ30-SG,IN1520210049,,,,SDL GJ 6.91% 2030,,,1,100,-1,-1,2,-1,NSE,,,1310256000,,1310256000,0,0,0,0,0,77.40-85.54,0,0,1465664079,,,,,,,,,,CASH,,,,,10000,,,,0,20,,0.0000,T+1,315513000,0,1,1227400.00,100,0,8554,7740,1,1,1,0,0,1,0,1e+08,0,0,1227400,
